District,school_name,地址,電話,傳真,電郵,網址,url,校長,校監/校管會主席
港島東區,筲箕灣官立中學,香港筲箕灣柴灣道42號。,25603544,25689708,skwgss@edb.gov.hk,https://www.sgss.edu.hk,https://www.schooland.hk/ss/sgss,"殷見歡女士 Ms. Yan Kin Foon, Alice",何燕萍女士 Ms. Ho Yin-Ping
港島東區,聖馬可中學,香港筲箕灣愛秩序灣愛賢街18號。,25601262,25675809,stmarks@stmarks.edu.hk,https://www.stmarks.edu.hk,https://www.schooland.hk/ss/stmarks,陳思茵女士 Ms. Chan Sze Yan,袁海球博士 Dr. Yuen Hoi Kau
港島東區,中華傳道會劉永生中學,香港柴灣新廈街323號。,27156333,25569126,lws@lws.edu.hk,http://www.lws.edu.hk,https://www.schooland.hk/ss/lws,梅志業先生 Mr. Mui Chi Yip Hezekiah,羅鼎耀先生 Mr. Lo Ting Yiu Ivan
港島東區,衞理中學,香港柴灣小西灣道33號。,28967705,25057601,mcw@mcw.edu.hk,https://www.mcw.edu.hk,https://www.schooland.hk/ss/mcw,藍正思先生 Mr. Nam Ching Sze,曾兆基先生 Mr. Tsang Siu Kei
港島東區,金文泰中學,香港北角炮台山道30號。,25706411,25785719,css@edb.gov.hk,http://www.clementi.edu.hk,https://www.schooland.hk/ss/clementi,"李隆熙先生 Mr. Lee Lung Hei, Michael",馬雪兒女士 Ms. Ma Suet Yee
港島東區,培僑中學,香港北角天后廟道190號。,25662317,28878737,info@pkms.edu.hk,https://www.pkms.edu.hk,https://www.schooland.hk/ss/pkms,伍煥杰先生 Mr. Ng Wun Kit,"曾鈺成先生 Mr. Tsang Yok Sing, Jasper"
港島東區,顯理中學,香港北角城市花園道2號。,25701466,25034603,hss-mail@henrietta.edu.hk,https://www.henrietta.edu.hk,https://www.schooland.hk/ss/henrietta,吳浩然先生 Mr. Ng Ho Yin,"趙之琨教授 Prof. Chiu Chi Kwan, Warren"
港島東區,漢華中學,香港柴灣小西灣富欣道3號。,28171746,28176453,info@honwah.edu.hk,http://www.honwah.edu.hk,https://www.schooland.hk/ss/honwah,關穎斌先生 Mr. Kwan Wing Bun,"崔綺雲博士 Dr. Tsui Yee Wan, Linda"
港島東區,寶血女子中學,香港柴灣新廈街338號。,25704172,25782491,contact@pbss.edu.hk,https://www.pbss.edu.hk,https://www.schooland.hk/ss/pbss,顏麗萍女士 Ms. Ngan Lai-ping,"張永明博士 Dr. Cheung Wing-ming, Francis"
港島東區,福建中學小西灣,香港柴灣小西灣富怡道2號。,25669223,25669020,email@fss.edu.hk,http://www.fss.edu.hk,https://www.schooland.hk/ss/fss,梁健文博士 Dr. Leung Kin Man,顏金煒先生 Mr. Ngan Kam Wai Albert
港島東區,慈幼英文學校,香港筲箕灣柴灣道16號。,28843581,25689697,admin@ssshk.edu.hk,https://www.ssshk.edu.hk,https://www.schooland.hk/ss/ssshk,"杜玉燕女士 Ms. To Yuk Yin, Josephine","楊祖羅神父 Fr. Yeung Cho Law, Savio"
港島東區,香港文理書院,香港柴灣萃文道4號。,25567413,28977177,cognitiohk@cognitiohk.edu.hk,http://www.cognitiohk.edu.hk,https://www.schooland.hk/ss/cognitiohk,歐陽昇良先生 Mr. Au Yeung Sing Leung,歐陽惠賢女士 Ms. Au Yeung Wai Yin
港島東區,蘇浙公學,香港寶馬山道20號。,25702261,25100264,kcc@m.kcc.edu.hk,http://www.kcc.edu.hk/,https://www.schooland.hk/ss/kccnpweb,方仲倫先生 Mr. Fong Chung Lun,王寶明先生 Mr. Wong Po Ming
港島東區,嶺南衡怡紀念中學,香港柴灣小西灣道31號。,25764852,28824540,info@lhymss.net,http://www.lhymss.edu.hk,https://www.schooland.hk/ss/lhymss,王偉豪先生 Mr. Wong Wai Hou,招天聰先生 Mr. Chiu Ernest Tin Chung
港島東區,嶺南中學,香港杏花邨盛康里6號。,28916966,25747597,info@lingnan.edu.hk,http://www.lingnan.edu.hk,https://www.schooland.hk/ss/lingnan,鍾慧晶女士 Ms. Chung Wai Ching,曹希銓博士 Dr. Cho Hee Chuen
港島東區,聖貞德中學,香港北角寶馬山道55號。,25785984,25785725,info@sja.edu.hk,http://www.sja.edu.hk,https://www.schooland.hk/ss/sja,阮章凱先生 Mr. Yuen Cheung Oi,"全國偉先生 Mr. Chuen Kwok Wai, Santiago"
港島東區,張振興伉儷書院,香港柴灣祥民道12號。,25566081,28984494,info@cghc.edu.hk,http://www.cghc.edu.hk,https://www.schooland.hk/ss/cghc,黃世堯先生 Mr. Wong Sai Yiu,何江顯先生 Mr. Ho Kong Hin
港島東區,伊斯蘭脫維善紀念中學,香港柴灣翠灣街22號。,25709066,28873164,iktmc@learn.iktmc.edu.hk,http://www.iktmc.edu.hk,https://www.schooland.hk/ss/iktmc,何秀賢女士 Ms. Ho Sau Yin Zareenah,蕭偉樂博士 Dr. Siu Wai Lok
港島東區,閩僑中學,香港北角雲景道81號。,25784523,25128349,info@mkc.edu.hk,https://www.mkc.edu.hk,https://www.schooland.hk/ss/mkc,彭志遠先生 Mr. Pang Chi Yuen,曾文仲先生 Mr. Chan Boon Teong
港島東區,中華基督教會桂華山中學,香港北角雲景道62號。,25711285,28070085,mail@ccckws.edu.hk,https://www.ccckws.edu.hk,https://www.schooland.hk/ss/ccckws,黃仲良先生 Mr. Wong Chung Leung,歐陽家強先生 Mr. Au Yeung Ka Keung
港島東區,聖公會李福慶中學,香港柴灣翠灣街翠灣邨。,25605678,28865730,info@lfh.edu.hk,https://www.lfh.edu.hk,https://www.schooland.hk/ss/lfh,陳貞信先生 Mr. Chan Ching Shun,盧健明先生 Mr. Lo Kin Ming
港島東區,明愛柴灣馬登基金中學,香港柴灣新廈街330號。,25584133,28984423,ccmss@ccmss.edu.hk,http://ccm.edu.hk,https://www.schooland.hk/ss/ccm,洪詠慈女士 Ms. Hung Wing Chee,李崇德先生 Mr. Lee Shung Tak
港島東區,筲箕灣東官立中學,香港筲箕灣柴灣道40號。,25602677,25689865,ses-mail@hkedcity.net,https://www.skwegss.edu.hk/,https://www.schooland.hk/ss/sescampus,"鄧子筠女士 Ms. Tang Tze Kwan, Teresa",何燕萍女士 Ms. Ho Yin-Ping
港島東區,炮台山循道衞理中學,香港北角炮台山道19號。,25107688,25109677,info@fhms.edu.hk,https://www.fhms.edu.hk,https://www.schooland.hk/ss/fhms,沈立平先生 Mr. Shum Lap Ping,"馮丹媚女士 Ms. Fung Dun Mi, Amy"
港島東區,茵維特中學,香港柴灣大潭道188號。,64833506,,admissions.chaiwan@invictus.edu.hk,https://www.invictus.edu.hk/,https://www.schooland.hk/ss/invictus,Mrs. Julia Woo,Mr. Charles Tong
灣仔區,皇仁書院,香港銅鑼灣高士威道120號。,25761992,28824546,info@qc.edu.hk,https://www.qc.edu.hk,https://www.schooland.hk/ss/qc,陳祥偉先生 Mr. Chan Cheung-wai Eric,鄧啟澤先生 Mr. TANG Kai-chak
灣仔區,瑪利曼中學,香港跑馬地藍塘道123號。,25728221,25729371,office@mss.edu.hk,http://www.mss.edu.hk,https://www.schooland.hk/ss/mss,陳永強先生 Mr. Chan Wing Keung,"許錦屏博士 Dr. Hui Kam Ping, Edith Eadaoin"
灣仔區,香港華仁書院,香港灣仔皇后大道東281號。,25722251,25729370,wahyan@wahyan.edu.hk,https://web.wahyan.edu.hk/,https://www.schooland.hk/ss/wahyan,陳偉倫博士 Dr. Chan Wai Lun,"王定乙神父 Fr. Alan Wong Ting Yuet, S.J."
灣仔區,聖保祿學校,香港銅鑼灣禮頓道140號。,25761692,28828464,spcsmail@spcs.edu.hk,http://www.spcs.edu.hk,https://www.schooland.hk/ss/spcs,"黃金蓮修女 Sister Wong, Margaret Kam Lin Annie","黃金蓮修女 Sister Wong, Margaret Kam Lin Annie"
灣仔區,香港真光中學,香港大坑道50號。,25760703,25771473,tloffice@tlmshk.edu.hk,https://www.tlmshk.edu.hk,https://www.schooland.hk/ss/tlmshk,許端蓉女士 Ms. Hui Tuen Yung Frances,"萬玉鳴女士 Ms. Man Yuk Ming, Arita"
灣仔區,聖保祿中學,香港跑馬地雲地利道18號A。,25773836,28824552,spssmail@spss.edu.hk,http://www.spss.edu.hk,https://www.schooland.hk/ss/spss,張翠珊女士 Ms. Tracy Cheung,馮彩華修女 Sister Fung Choi Wa
灣仔區,聖公會鄧肇堅中學,香港灣仔愛群道9號。,25742326,25744048,enquiry@tsk.edu.hk,https://www.tsk.edu.hk,https://www.schooland.hk/ss/tsk,"袁經恒先生 Mr. Yuen King Hang, Alan",江何潔瑩牧師 The Revd. Kong Ho Kit Ying
灣仔區,嘉諾撒聖方濟各書院,香港灣仔堅尼地道9-13號。,25872700,25291758,sfcc@sfcc.edu.hk,http://www.sfcc.edu.hk,https://www.schooland.hk/ss/sfcc,"羅勤忠先生 Mr. Law Kan Chung, Kenneth",霍慧敏修女 Sister Fok Wai Man Veronica
灣仔區,香港鄧鏡波書院,香港堅尼地道25-27號。,25272427,25285954,school@hktkpc.edu.hk,https://www.hktkpc.edu.hk,https://www.schooland.hk/ss/hktkpc,"黃嘉明女士 Ms. Wong Ka Ming, Tracy",張冠榮修士 Bro. Cheung Koon Wing
灣仔區,佛教黃鳳翎中學,香港掃桿埔東院道11號。,25779485,28810148,bwc-mail@bwflc.edu.hk,https://www.bwflc.edu.hk,https://www.schooland.hk/ss/bwflc,李偉盛先生 Mr. Lee Wai Shing,釋演慈法師 Ven. Sik Yin Chi
灣仔區,何東中學,香港銅鑼灣嘉寧徑1號。,25775433,28824536,hotungss@hotungss.edu.hk,https://www.hotungss.edu.hk,https://www.schooland.hk/ss/hotungss,邵錦嫦女士 Ms. Siu Kam Sheung,沈穗美女士 Ms. Sham Sui Mei
灣仔區,東華三院李潤田紀念中學,香港北角雲景道18號。,25715422,25662767,lcdmc@lcdmc.edu.hk,http://www.lcdmc.edu.hk,https://www.schooland.hk/ss/lcdmc,曾詠珊女士 Ms. Tsang Wing Shan,鄧明慧女士 Ms. Tang Ming Wai
灣仔區,孔聖堂禮仁書院,香港加路連山道77號。,25763415,28828658,enquiry@aich.edu.hk,https://www.aich.edu.hk/,https://www.schooland.hk/ss/chms,楊永漢博士 Dr. Yeung Wing Hon,溫偉麟先生 Mr. Wan Wai Lun
灣仔區,鄧肇堅維多利亞官立中學,香港灣仔愛群道5號。,25736962,25725344,vgs-email@edb.gov.hk,https://www.tskvgss.edu.hk/,https://www.schooland.hk/ss/tskvgss,"陳彩鳳女士 Ms. Chan Choi Fung, Janice",吳凱茵女士 Ms. Ng Hoi Yan
灣仔區,北角協同中學,香港雲景道20號。,25700331,25660192,office@clsnp.edu.hk,http://www.clsnp.edu.hk,https://www.schooland.hk/ss/clsnp,李健廉先生 Mr. Lee Kin Lim Larry,朱源和先生 Mr. Chu Yuen Wo
灣仔區,中華基督教會公理書院,香港銅鑼灣大坑徑17號。,25775778,25775016,klc@cccklc.edu.hk,https://www.cccklc.edu.hk,https://www.schooland.hk/ss/cccklc,阮愛馨女士 Ms. Yuen Oi Hing,陳應城教授 Prof. Chan Ying Shing
灣仔區,香港道爾頓學校,香港灣仔司徒拔道41B號。,36124660,36124666,info@dshk.edu.hk,https://dshk.edu.hk/,https://www.schooland.hk/ss/dshk,潘尚融,杜巧賢女士
港島南區,嘉諾撒聖心書院,香港薄扶林置富花園置富徑2號。,25506111,28753242,office@shcc.edu.hk,http://www.shcc.edu.hk,https://www.schooland.hk/ss/shcc,冼立姿女士 Miss Renie Sinn,霍慧敏修女 Sister Fok Wai Man Veronica
港島南區,港大同學會書院,香港黃竹坑南風道9號。,28708815,28708825,info@hkugac.edu.hk,https://www.hkugac.edu.hk/,https://www.schooland.hk/ss/hkugac,陳馨女士 Ms. Chen Hing Corina,馮可強先生 Mr. Fung Ho Keung
港島南區,聖士提反書院,香港赤柱東頭灣道22號。,28130360,28137311,sschk@ssc.edu.hk,https://www.ssc.edu.hk,https://www.schooland.hk/ss/ssc,"馬李敏慧女士 Mrs Ma Li, Mun Wai Julie","梁貫成教授 Prof. Leung, Koon Shing Frederick"
港島南區,聖公會呂明才中學,香港薄扶林華富道57號華富邨。,25514121,28752344,contact@skhlmc.edu.hk,http://www.skhlmc.edu.hk,https://www.schooland.hk/ss/skhlmc,黃邵文先生 Mr. Wong Siu Man,"李正儀博士 Dr. Lee Ching-Yee, Jane"
港島南區,香港真光書院,香港鴨脷洲利東邨道1號。,28711214,28713110,hktlcoff@hkstar.com,http://www.hktlc.edu.hk,https://www.schooland.hk/ss/hktlc,羅楚雲女士 Ms. Law Chor Wan,關雪明女士 Ms. Kwan Suet Ming
港島南區,香港仔浸信會呂明才書院,香港鴨脷洲利東邨道18號。,25526875,25180302,info@ablmcc.edu.hk,http://www.ablmcc.edu.hk,https://www.schooland.hk/ss/ablmcc,黃家厚先生 Mr. Wong Ka Hau,"白中興先生 Mr. Pak Chung Hing, John"
港島南區,嘉諾撒培德書院,香港香港仔貝璐道200號。,25540780,25521802,ptcc@ptcc.edu.hk,https://www.ptcc.edu.hk,https://www.schooland.hk/ss/ptcc,黃少玲女士 Ms. Wong Siu Ling,"畢卓儀修女 Sr. But Cheuk Yee, Regina"
港島南區,培英中學,香港薄扶林華富道55號華富邨。,25503632,28758633,info@puiying.edu.hk,http://www.puiying.edu.hk,https://www.schooland.hk/ss/puiying,陳俊賢先生 Mr. Chan Chun Yin,"蘇成溢牧師 Rev. So Shing Yit, Eric"
港島南區,新會商會陳白沙紀念中學,香港黃竹坑深灣道1號。,25535324,28700536,school@cpss.edu.hk,https://cpss.edu.hk/,https://www.schooland.hk/ss/cpss,陳瑩瑩女士 Ms. Chan Ying Ying,趙子基先生 Mr. Chiu Tsz Kei
港島南區,聖伯多祿中學,香港香港仔水塘道21號。,25520080,25547845,email@stpeter.edu.hk,https://www.stpeter.edu.hk,https://www.schooland.hk/ss/stpeter,許瀚賢先生 Mr. Hui Hon Yin,伍國寶神父 Rev. Ng Kwok Po
港島南區,明愛莊月明中學,香港薄扶林華富邨華富道53號。,25510200,25521703,cym@ccym.edu.hk,http://www.ccym.edu.hk,https://www.schooland.hk/ss/ccym,彭耀鈞博士 Dr. Pang Yiu Kwan,李敬志先生 Mr. Lee King Chi
港島南區,余振強紀念第二中學,香港薄扶林置富徑1號。,25518285,28753867,office@yck2.edu.hk,https://www.yck2.edu.hk,https://www.schooland.hk/ss/yck2,李德輝先生 Mr. Li Tak Fai,"周淑敏女士 Ms. Chau Suk Man, Eva"
港島南區,香港仔工業學校,香港香港仔黃竹坑道1號。,25524141,25521702,office@ats.edu.hk,http://www.ats.edu.hk,https://www.schooland.hk/ss/ats,沈明輝先生 Mr. Shum Ming Fai Sammy,林仲偉神父 Fr. Lam Chung Wai Simon
港島南區,香港航海學校,香港赤柱東頭灣道13-15號。,28131561,28132587,email@hkss.edu.hk,https://www.hkss.edu.hk,https://www.schooland.hk/ss/hkss,陳道沛先生 Mr. Chan To Pui,趙不求先生 Mr. Cowen B.C. Chiu
港島南區,弘立書院,香港薄扶林鋼綫灣道1號。,22022031,22354399,secondary@isf.edu.hk,https://academy.isf.edu.hk/,https://www.schooland.hk/ss/isf,查永茂博士,黃惠君女士
港島南區,滬江維多利亞學校,香港仔深灣道19號。,34021100,34021199,vpadmin@vsa.edu.hk,https://www.vsa.edu.hk,https://www.schooland.hk/ss/vsa,孔美琪女士,林貝聿嘉女士
港島南區,漢鼎書院,香港仔黃竹坑道33-35號。,39986300,23414844,admission@hanacademy.edu.hk,https://www.hanacademy.edu.hk,https://www.schooland.hk/ss/han,徐莉女士,徐莉女士
港島南區,香港威雅學校,香港仔田灣街17號。,21297100,,enquiries@was.edu.hk,https://www.was.edu.hk/,https://www.schooland.hk/ss/wycombeabbey,Mr Rob Fox,高燕華女士
離島區,保良局馬錦明夫人章馥仙中學,大嶼山東涌富東邨。,21091133,21091118,plkcfsmail@plkcfs.edu.hk,https://www.plkcfs.edu.hk,https://www.schooland.hk/ss/plkcfs,柯玉琼女士 Ms. Joanna Yuk King Or,梁安琪女士 Ms. Angela On Kei Leong
離島區,黃楚標中學,大嶼山東涌富東邨。,21094005,21094006,contact@wcbss.edu.hk,http://www.wcbss.edu.hk,https://www.schooland.hk/ss/wcbss,許振隆先生 Mr. Hui Chun Lung,黃均瑜先生 Mr. Wong Kwan Yu
離島區,港青基信書院,大嶼山東涌松逸街2號。,29888123,29882000,info@yhkcc.edu.hk,https://www.yhkcc.edu.hk,https://www.schooland.hk/ss/ymcacc,"盧裕敏女士 Ms. Lo Yu Man, Diana",何慶濂先生 Mr. HO Peter Hing-Lim
離島區,可譽中學,大嶼山東涌健東路4-6號。,21091001,21092002,mail@hoyu.edu.hk,https://ss.hoyu.edu.hk/,https://www.schooland.hk/ss/hoyu,麥敏潮,蕭德華醫生 Dr. Siu Tak Wa
離島區,靈糧堂怡文中學,大嶼山東涌文東路37號。,21094000,21094066,ewun@llcew.edu.hk,http://www.llcew.edu.hk,https://www.schooland.hk/ss/llcew,何學良先生 Mr. Ho Hok Leong,曾雅懿女士 Ms. Tsang Ngar Yee Judy
離島區,明愛胡振中書院,大嶼山東涌松逸街4號。,28172318,28172320,cwcc@cwcc.edu.hk,http://www.cwcc.edu.hk,https://www.schooland.hk/ss/cwcc,歐海健先生 Mr. Au Hoi Kin,"陳錦添女士 Ms. Chan Kam Tim, Theresa"
離島區,長洲官立中學,長洲學校路5B。,29810514,29816349,ccg@ccgss.edu.hk,https://www.ccgss.edu.hk,https://www.schooland.hk/ss/ccgss,"陳志文先生 Mr. Chan Chi Man, Benjamin",李何淑華女士 Mrs. Li Ho Suk Wa
離島區,東涌天主教學校,大嶼山東涌逸東邨。,21210884,21094803,email@tccs.edu.hk,http://www.tccs.edu.hk,https://www.schooland.hk/ss/tccs,林志江先生 Mr. Lam Chi Kong,"楊美熙女士 Ms. Yeung Mei Hay, May"
離島區,佛教筏可紀念中學,大嶼山大澳大澳道99號。,29855365,29855371,info@eclass.bfhmc.edu.hk,http://www.bfhmc.edu.hk,https://www.schooland.hk/ss/bfhmc,惲福龍先生 Mr. Yuon Fuk Lung,凈因法師 Ven. Jing Yin
離島區,智新書院,大嶼山愉景灣澄湖畔路38號。,39691000,29878115,office@discovery.edu.hk,https://www.discovery.edu.hk,https://www.schooland.hk/ss/discovery,Mr Beach Mark William,Mrs Greer Belinda Margaret
九龍城區,華英中學,九龍常和街8號。,27607772,27142944,info@waying.edu.hk,https://www.waying.edu.hk,https://www.schooland.hk/ss/waying,尹志華博士 Dr. Wun Chi Wa Ankey,杜敏玲牧師 Rev. To Man Ling
九龍城區,旅港開平商會中學,九龍何文田石鼓街22號。,27123107,27127190,school@hpccss.edu.hk,http://www.hpccss.edu.hk,https://www.schooland.hk/ss/hpccss,陳得南先生 Mr. Chen Tak Nam,司徒維敦先生 Mr. Sze-To Wai Tun
九龍城區,喇沙書院,九龍喇沙利道18號。,23387171,23362586,info@lasalle.edu.hk,https://www.lasalle.edu.hk,https://www.schooland.hk/ss/lasalle,梁浩然先生 Mr. Leung Ho Yin,譚瑪士修士 Rev. Bro. Lavin John Joseph
九龍城區,協恩中學,九龍九龍城農圃道1號。,27110862,27153755,hys-mail@hys.edu.hk,http://www.hys.edu.hk,https://www.schooland.hk/ss/hys,梁少儀女士 Ms. Leung Siu Yi Bella,袁海球教授 Prof. Yuen Hoi Kau
九龍城區,瑪利諾修院學校,九龍九龍塘何東道5號。,23362378,23387943,info@mcs.edu.hk,http://www.mcs.edu.hk,https://www.schooland.hk/ss/mcs,陳倩君女士 Ms. Chan Shin Kwan,李美辰女士 Ms. Lee Christina Maisenne
九龍城區,拔萃男書院,九龍旺角亞皆老街131號。,27115191,27611026,dbsadmin@dbs.edu.hk,https://www.dbs.edu.hk,https://www.schooland.hk/ss/dbs,"鄭基恩先生 Mr. Cheng Kay Yen, Ronnie",鄺保羅大主教
九龍城區,香港培正中學,九龍九龍城培正道20號。,27119222,27113201,fax@puiching.edu.hk,https://www.puiching.edu.hk,https://www.schooland.hk/ss/puiching,何力高先生 Mr. Ho Lik Ko,何建宗教授 Prof. Ho Kin Chung
九龍城區,何明華會督銀禧中學,九龍九龍塘牛津道2C號。,23363034,23379401,mail@bhjs.edu.hk,https://www.bhjs.edu.hk,https://www.schooland.hk/ss/bhjs,羅敬玉女士 Ms. Law King Yuk Vicky,李天帆先生 Mr. Lee Tin Fan
九龍城區,香港培道中學,九龍城延文禮士道2號。,23361706,23379762,ptm-info@pooito.edu.hk,http://www.pooito.edu.hk,https://www.schooland.hk/ss/pooito,張美華女士 Ms. Cheung Mei Wah,李樹甘博士 Dr. Lee Shu Kam
九龍城區,九龍真光中學,九龍沙福道真光里1號。,36550000,36550110,mail@ktls.edu.hk,https://www.ktls.edu.hk/,https://www.schooland.hk/ss/ktlms,李伊瑩女士 Ms. Lee Yi Ying,王家輝牧師 Rev. Wong Ka Fai
九龍城區,迦密中學,九龍何文田忠孝街55號。,27149385,27620275,info@carmelss.edu.hk,https://www.carmelss.edu.hk,https://www.schooland.hk/ss/carmelss,何玉芬博士 Dr. Ho Yuk Fan,關繼祖教授 Prof. Kwan Kai Cho Joseph
九龍城區,民生書院,九龍九龍城東寶庭道8號。,36553300,36553309,info@munsang.edu.hk,https://munsang.edu.hk,https://www.schooland.hk/ss/munsang,葉志兆博士 Dr. Yip Chi Sio,"郁德芬博士 Dr. Yuk Tak Fun, BBS, JP"
九龍城區,東華三院黃笏南中學,九龍九龍塘牛津道1C。,23369151,23363114,wfnss@tungwah.org.hk,https://www.twghwfns.edu.hk,https://www.schooland.hk/ss/twghwfns,司徒雪萍小姐 Ms. Szeto Suet Ping,文頴怡女士 Ms. Man Wing Yee Ginny
九龍城區,嘉諾撒聖家書院,九龍延文禮士道33號。,23379123,23370827,office@hfcc.edu.hk,http://www.hfcc.edu.hk,https://www.schooland.hk/ss/hfcc,"鄭明慧女士 Ms. Cheng Ming Wai, Cara","邵苑芬修女 Sr Shiu Yuen Fun, Magdalen"
九龍城區,保良局顏寶鈴書院,九龍土瓜灣崇安街26號。,24623932,24623929,info@home.npl.edu.hk,http://www.npl.edu.hk,https://www.schooland.hk/ss/npl,周楚成先生 Mr. Chau Chor Shing,顏肇臻先生 Mr. Andrew Ngan
九龍城區,基督教女青年會丘佐榮中學,九龍何文田常和街6號。,27117159,27142958,info@htyc.edu.hk,https://www.htyc.edu.hk,https://www.schooland.hk/ss/htyc,郭世民先生 Mr. Kwok Sai Man,呂倩文女士 Ms. Lui San Man Simmy
九龍城區,陳瑞祺喇沙書院,九龍何文田常和街4號。,27118175,27621550,info@csklsc.edu.hk,https://www.csklsc.edu.hk,https://www.schooland.hk/ss/csklsc,李寶珠女士 Ms. Lee Po Chu Fiona,劉寶華先生 Mr. Lau Po Wah Chris
九龍城區,何文田官立中學,九龍何文田巴富街8號。,27112680,27142846,mail@hmtgss.edu.hk,https://www.hmtgss.edu.hk,https://www.schooland.hk/ss/hgss,"施美芳女士 Ms. Shi Mei Fong, Helen",洪志彬先生 Mr. Hung Chi Pan
